Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
10306,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1000,1100,1050,10 Apr 2018
10307,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1050,1125,1100,09 Apr 2018
10308,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1250,1350,1300,07 Apr 2018
10309,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1375,1465,1425,06 Apr 2018
10310,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1350,1450,1400,05 Apr 2018
10311,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1350,1475,1425,04 Apr 2018
10312,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1350,1450,1400,03 Apr 2018
10313,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1400,1500,1450,02 Apr 2018
10314,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1400,1500,1475,31 Mar 2018
10315,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1400,1500,1465,30 Mar 2018
10316,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1400,1500,1450,29 Mar 2018
10317,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1350,1500,1425,28 Mar 2018
10318,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1350,1450,1400,27 Mar 2018
10319,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1400,1525,1475,26 Mar 2018
10320,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1400,1500,1450,24 Mar 2018
10321,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1375,1475,1425,23 Mar 2018
10322,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1350,1450,1400,22 Mar 2018
10323,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1400,1500,1450,21 Mar 2018
10324,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1375,1500,1465,20 Mar 2018
10325,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1400,1450,1425,19 Mar 2018
10326,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1400,1500,1450,17 Mar 2018
10327,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1350,1450,1400,16 Mar 2018
10328,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1400,1525,1475,15 Mar 2018
10329,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1400,1500,1460,14 Mar 2018
10330,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1400,1500,1450,13 Mar 2018
10331,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1425,1525,1475,12 Mar 2018
10332,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1425,1600,1500,10 Mar 2018
10333,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1450,1560,1510,09 Mar 2018
10334,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1450,1560,1510,08 Mar 2018
10335,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1450,1550,1500,07 Mar 2018
10336,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1550,1650,1600,06 Mar 2018
10337,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1525,1650,1590,05 Mar 2018
10338,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1500,1600,1575,03 Mar 2018
10339,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1500,1600,1550,01 Mar 2018
10340,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1450,1550,1500,28 Feb 2018
10341,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1500,1600,1550,27 Feb 2018
10342,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1500,1625,1580,26 Feb 2018
10343,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1500,1600,1540,24 Feb 2018
10344,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1500,1600,1550,23 Feb 2018
10345,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1500,1625,1575,22 Feb 2018
10346,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1550,1640,1610,21 Feb 2018
10347,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1550,1650,1600,20 Feb 2018
10348,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1550,1660,1625,19 Feb 2018
10349,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1600,1700,1650,17 Feb 2018
10350,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1585,1650,1610,16 Feb 2018
10351,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1600,1650,1620,15 Feb 2018
10352,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1550,1650,1600,14 Feb 2018
10353,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1600,1700,1650,13 Feb 2018
10354,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1600,1725,1675,12 Feb 2018
10355,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1650,1750,1700,10 Feb 2018
10356,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1750,1850,1800,09 Feb 2018
10357,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1800,1900,1850,08 Feb 2018
10358,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1850,1950,1900,07 Feb 2018
10359,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1950,2100,2000,06 Feb 2018
10360,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2175,2300,2250,05 Feb 2018
10361,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2250,2375,2300,03 Feb 2018
10362,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2350,2450,2400,02 Feb 2018
10363,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2550,2650,2600,01 Feb 2018
10364,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2600,2650,2625,31 Jan 2018
10365,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2615,2700,2650,30 Jan 2018
10366,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2600,2725,2675,29 Jan 2018
10367,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2550,2650,2600,27 Jan 2018
10368,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2600,2700,2650,25 Jan 2018
10369,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2560,2700,2625,24 Jan 2018
10370,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2550,2650,2600,23 Jan 2018
10371,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2600,2700,2650,22 Jan 2018
10372,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2625,2725,2685,20 Jan 2018
10373,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2650,2750,2700,19 Jan 2018
10374,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2700,2800,2750,18 Jan 2018
10375,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2800,2875,2840,17 Jan 2018
10376,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2765,2900,2825,16 Jan 2018
10377,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2750,2960,2850,15 Jan 2018
10378,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2800,2900,2875,13 Jan 2018
10379,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2850,2950,2890,12 Jan 2018
10380,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2875,2950,2925,11 Jan 2018
10381,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2850,2925,2900,10 Jan 2018
10382,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2800,2900,2850,09 Jan 2018
10383,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2575,2875,2825,08 Jan 2018
10384,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2700,2800,2760,06 Jan 2018
10385,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2650,2800,2725,05 Jan 2018
10386,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2650,2750,2700,04 Jan 2018
10387,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2680,2810,2750,03 Jan 2018
10388,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2800,2900,2850,02 Jan 2018
10389,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2750,2875,2800,01 Jan 2018
10390,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2725,2850,2785,30 Dec 2017
10391,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2625,2750,2700,29 Dec 2017
10392,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2600,2700,2650,28 Dec 2017
10393,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2515,2700,2600,27 Dec 2017
10394,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2500,2600,2550,26 Dec 2017
10395,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2450,2575,2500,25 Dec 2017
10396,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2425,2525,2475,23 Dec 2017
10397,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2400,2500,2450,22 Dec 2017
10398,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2400,2480,2430,21 Dec 2017
10399,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2350,2450,2400,20 Dec 2017
10400,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2350,2475,2425,19 Dec 2017
10401,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2400,2500,2450,18 Dec 2017
10402,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2350,2450,2400,16 Dec 2017
10403,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2300,2425,2375,15 Dec 2017
10404,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2200,2300,2250,14 Dec 2017
10405,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1900,1975,1940,13 Dec 2017
10406,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1950,2050,2000,12 Dec 2017
10407,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2000,2100,2050,11 Dec 2017
10408,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2050,2150,2100,09 Dec 2017
10409,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2150,2265,2225,08 Dec 2017
10410,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2250,2350,2300,07 Dec 2017
10411,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2415,2540,2470,06 Dec 2017
10412,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2400,2500,2470,05 Dec 2017
10413,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2560,2675,2600,04 Dec 2017
10414,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2400,2465,2450,02 Dec 2017
10415,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2500,2600,2550,30 Nov 2017
10416,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2550,2650,2600,29 Nov 2017
10417,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2500,2600,2550,28 Nov 2017
10418,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2440,2560,2500,27 Nov 2017
10419,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2530,2680,2600,25 Nov 2017
10420,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2400,2550,2475,24 Nov 2017
10421,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2400,2500,2450,23 Nov 2017
10422,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2400,2500,2460,20 Nov 2017
10423,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2300,2450,2370,18 Nov 2017
10424,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2150,2250,2200,17 Nov 2017
10425,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2300,2440,2360,16 Nov 2017
10426,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2300,2450,2375,15 Nov 2017
10427,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2300,2425,2360,14 Nov 2017
10428,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2300,2400,2350,13 Nov 2017
10429,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2400,2550,2470,11 Nov 2017
10430,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2500,2600,2550,10 Nov 2017
10431,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2450,2550,2500,09 Nov 2017
10432,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2300,2400,2350,08 Nov 2017
10433,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2240,2350,2300,07 Nov 2017
10434,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2200,2350,2245,06 Nov 2017
10435,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2200,2350,2275,04 Nov 2017
10436,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2200,2300,2250,03 Nov 2017
10437,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2200,2300,2260,02 Nov 2017
10438,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2150,2275,2200,01 Nov 2017
10439,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2450,2650,2500,31 Oct 2017
10440,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2540,2700,2600,30 Oct 2017
10441,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2625,2750,2700,28 Oct 2017
10442,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2750,2850,2800,27 Oct 2017
10443,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2500,2650,2575,26 Oct 2017
10444,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2425,2520,2485,25 Oct 2017
10445,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2250,2550,2400,24 Oct 2017
10446,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2100,2200,2150,23 Oct 2017
10447,Kanpur,Kanpur(Grain),Onion,Red,FAQ,2050,2175,2100,19 Oct 2017
10448,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1900,2000,1925,18 Oct 2017
10449,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1800,1900,1850,17 Oct 2017
10450,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1725,1850,1790,16 Oct 2017
10451,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1725,1850,1775,14 Oct 2017
10452,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1700,1800,1750,13 Oct 2017
10453,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1550,1700,1620,12 Oct 2017
10454,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1450,1600,1500,11 Oct 2017
10455,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1275,1360,1330,10 Oct 2017
10456,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1260,1340,1300,09 Oct 2017
10457,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1300,1260,07 Oct 2017
10458,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1150,1300,1240,06 Oct 2017
10459,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1300,1260,05 Oct 2017
10460,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1150,1300,1250,04 Oct 2017
10461,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1250,1310,1275,03 Oct 2017
10462,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1260,1340,1300,30 Sep 2017
10463,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1240,1320,1280,29 Sep 2017
10464,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1100,1325,1250,28 Sep 2017
10465,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1200,1280,1235,27 Sep 2017
10466,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1100,1300,1225,26 Sep 2017
10467,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1175,1320,1250,25 Sep 2017
10468,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1325,1450,1400,23 Sep 2017
10469,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1300,1375,1350,22 Sep 2017
10470,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1300,1425,1375,21 Sep 2017
10471,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1250,1450,1350,20 Sep 2017
10472,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1400,1820,1470,19 Sep 2017
10473,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1400,1600,1480,18 Sep 2017
10474,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1400,1600,1500,16 Sep 2017
10475,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1450,1550,1475,15 Sep 2017
10476,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1390,1450,1410,14 Sep 2017
10477,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1375,1450,1400,13 Sep 2017
10478,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1375,1465,1425,12 Sep 2017
10479,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1360,1450,1415,11 Sep 2017
10480,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1360,1425,1400,09 Sep 2017
10481,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1350,1500,1420,08 Sep 2017
10482,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1375,1475,1400,07 Sep 2017
10483,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1400,1500,1450,06 Sep 2017
10484,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1550,1600,1575,05 Sep 2017
10485,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1700,1760,1740,04 Sep 2017
10486,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1685,1750,1700,02 Sep 2017
10487,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1700,1750,1720,01 Sep 2017
10488,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1725,1825,1800,31 Aug 2017
10489,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1700,1775,1750,30 Aug 2017
10490,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1615,1675,1650,29 Aug 2017
10491,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1600,1665,1625,28 Aug 2017
10492,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1550,1650,1600,26 Aug 2017
10493,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1600,1700,1620,25 Aug 2017
10494,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1450,1525,1500,24 Aug 2017
10495,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1580,1650,1600,23 Aug 2017
10496,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1575,1680,1620,22 Aug 2017
10497,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1680,1750,1700,21 Aug 2017
10498,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1700,1800,1765,19 Aug 2017
10499,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1675,1740,1715,18 Aug 2017
10500,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1700,1750,1725,17 Aug 2017
10501,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1650,1760,1700,16 Aug 2017
10502,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1715,1800,1750,14 Aug 2017
10503,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1650,1775,1725,12 Aug 2017
10504,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1650,1750,1700,11 Aug 2017
10505,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1650,1700,1675,10 Aug 2017
10506,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1600,1700,1650,09 Aug 2017
10507,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1550,1650,1600,08 Aug 2017
10508,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1475,1540,1500,07 Aug 2017
10509,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1450,1550,1485,05 Aug 2017
10510,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1350,1500,1410,04 Aug 2017
10511,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1150,1265,1200,03 Aug 2017
10512,Kanpur,Kanpur(Grain),Onion,Red,FAQ,1050,1150,1100,02 Aug 2017
10513,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,900,875,01 Aug 2017
10514,Kanpur,Kanpur(Grain),Onion,Red,FAQ,785,825,800,31 Jul 2017
10515,Kanpur,Kanpur(Grain),Onion,Red,FAQ,740,815,790,29 Jul 2017
10516,Kanpur,Kanpur(Grain),Onion,Red,FAQ,650,700,675,28 Jul 2017
10517,Kanpur,Kanpur(Grain),Onion,Red,FAQ,600,675,640,27 Jul 2017
10518,Kanpur,Kanpur(Grain),Onion,Red,FAQ,625,665,650,26 Jul 2017
10519,Kanpur,Kanpur(Grain),Onion,Red,FAQ,600,685,655,25 Jul 2017
10520,Kanpur,Kanpur(Grain),Onion,Red,FAQ,650,690,675,24 Jul 2017
10521,Kanpur,Kanpur(Grain),Onion,Red,FAQ,675,715,685,22 Jul 2017
10522,Kanpur,Kanpur(Grain),Onion,Red,FAQ,685,715,700,21 Jul 2017
10523,Kanpur,Kanpur(Grain),Onion,Red,FAQ,750,800,780,20 Jul 2017
10524,Kanpur,Kanpur(Grain),Onion,Red,FAQ,780,850,825,19 Jul 2017
10525,Kanpur,Kanpur(Grain),Onion,Red,FAQ,775,840,810,18 Jul 2017
10526,Kanpur,Kanpur(Grain),Onion,Red,FAQ,780,835,800,17 Jul 2017
10527,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,875,825,15 Jul 2017
10528,Kanpur,Kanpur(Grain),Onion,Red,FAQ,820,875,850,14 Jul 2017
10529,Kanpur,Kanpur(Grain),Onion,Red,FAQ,780,860,845,13 Jul 2017
10530,Kanpur,Kanpur(Grain),Onion,Red,FAQ,875,915,900,12 Jul 2017
10531,Kanpur,Kanpur(Grain),Onion,Red,FAQ,650,675,665,11 Jul 2017
10532,Kanpur,Kanpur(Grain),Onion,Red,FAQ,915,940,925,10 Jul 2017
10533,Kanpur,Kanpur(Grain),Onion,Red,FAQ,885,925,900,08 Jul 2017
10534,Kanpur,Kanpur(Grain),Onion,Red,FAQ,925,960,950,07 Jul 2017
10535,Kanpur,Kanpur(Grain),Onion,Red,FAQ,900,975,965,06 Jul 2017
10536,Kanpur,Kanpur(Grain),Onion,Red,FAQ,895,925,915,05 Jul 2017
10537,Kanpur,Kanpur(Grain),Onion,Red,FAQ,885,915,900,04 Jul 2017
10538,Kanpur,Kanpur(Grain),Onion,Red,FAQ,850,885,870,03 Jul 2017
10539,Kanpur,Kanpur(Grain),Onion,Red,FAQ,825,900,875,01 Jul 2017
10540,Kanpur,Kanpur(Grain),Onion,Red,FAQ,825,900,875,30 Jun 2017
10541,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,850,815,29 Jun 2017
10542,Kanpur,Kanpur(Grain),Onion,Red,FAQ,785,850,800,28 Jun 2017
10543,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,860,820,27 Jun 2017
10544,Kanpur,Kanpur(Grain),Onion,Red,FAQ,815,850,835,26 Jun 2017
10545,Kanpur,Kanpur(Grain),Onion,Red,FAQ,810,850,825,24 Jun 2017
10546,Kanpur,Kanpur(Grain),Onion,Red,FAQ,785,825,810,23 Jun 2017
10547,Kanpur,Kanpur(Grain),Onion,Red,FAQ,780,825,800,22 Jun 2017
10548,Kanpur,Kanpur(Grain),Onion,Red,FAQ,740,800,750,21 Jun 2017
10549,Kanpur,Kanpur(Grain),Onion,Red,FAQ,720,815,780,20 Jun 2017
10550,Kanpur,Kanpur(Grain),Onion,Red,FAQ,780,850,815,19 Jun 2017
10551,Kanpur,Kanpur(Grain),Onion,Red,FAQ,780,840,825,17 Jun 2017
10552,Kanpur,Kanpur(Grain),Onion,Red,FAQ,800,825,810,16 Jun 2017
10553,Kanpur,Kanpur(Grain),Onion,Red,FAQ,780,810,800,15 Jun 2017
10554,Kanpur,Kanpur(Grain),Onion,Red,FAQ,770,785,775,14 Jun 2017
10555,Kanpur,Kanpur(Grain),Onion,Red,FAQ,700,800,780,13 Jun 2017
10556,Kanpur,Kanpur(Grain),Onion,Red,FAQ,720,790,760,12 Jun 2017
10557,Kanpur,Kanpur(Grain),Onion,Red,FAQ,700,760,735,10 Jun 2017
10558,Kanpur,Kanpur(Grain),Onion,Red,FAQ,710,740,725,09 Jun 2017
10559,Kanpur,Kanpur(Grain),Onion,Red,FAQ,720,765,740,08 Jun 2017
10560,Kanpur,Kanpur(Grain),Onion,Red,FAQ,715,760,750,07 Jun 2017
10561,Kanpur,Kanpur(Grain),Onion,Red,FAQ,725,800,775,06 Jun 2017
10562,Kanpur,Kanpur(Grain),Onion,Red,FAQ,665,715,685,05 Jun 2017
10563,Kanpur,Kanpur(Grain),Onion,Red,FAQ,650,700,675,03 Jun 2017
10564,Kanpur,Kanpur(Grain),Onion,Red,FAQ,650,720,690,02 Jun 2017
10565,Kanpur,Kanpur(Grain),Onion,Red,FAQ,480,680,650,01 Jun 2017
10566,Kanpur,Kanpur(Grain),Onion,Red,FAQ,700,725,710,31 May 2017
10567,Kanpur,Kanpur(Grain),Onion,Red,FAQ,680,750,700,30 May 2017
10568,Kanpur,Kanpur(Grain),Onion,Red,FAQ,700,750,725,29 May 2017
10569,Kanpur,Kanpur(Grain),Onion,Red,FAQ,715,750,740,27 May 2017
10570,Kanpur,Kanpur(Grain),Onion,Red,FAQ,680,730,710,26 May 2017
10571,Kanpur,Kanpur(Grain),Onion,Red,FAQ,690,760,725,25 May 2017
10572,Kanpur,Kanpur(Grain),Onion,Red,FAQ,680,715,700,24 May 2017
10573,Kanpur,Kanpur(Grain),Onion,Red,FAQ,715,765,750,23 May 2017
10574,Kanpur,Kanpur(Grain),Onion,Red,FAQ,740,800,775,22 May 2017
10575,Kanpur,Kanpur(Grain),Onion,Red,FAQ,730,780,760,20 May 2017
10576,Kanpur,Kanpur(Grain),Onion,Red,FAQ,700,765,750,19 May 2017
10577,Kanpur,Kanpur(Grain),Onion,Red,FAQ,700,740,725,17 May 2017
10578,Kanpur,Kanpur(Grain),Onion,Red,FAQ,700,765,750,16 May 2017
10579,Kanpur,Kanpur(Grain),Onion,Red,FAQ,770,820,790,15 May 2017
10580,Kanpur,Kanpur(Grain),Onion,Red,FAQ,700,785,750,13 May 2017
10581,Kanpur,Kanpur(Grain),Onion,Red,FAQ,700,850,775,11 May 2017
10582,Kanpur,Kanpur(Grain),Onion,Red,FAQ,740,800,770,09 May 2017
10583,Kanpur,Kanpur(Grain),Onion,Red,FAQ,700,810,750,08 May 2017
10584,Kanpur,Kanpur(Grain),Onion,Red,FAQ,700,770,740,06 May 2017
10585,Kanpur,Kanpur(Grain),Onion,Red,FAQ,720,800,775,05 May 2017
10586,Kanpur,Kanpur(Grain),Onion,Red,FAQ,0,0,780,04 May 2017
10587,Kanpur,Kanpur(Grain),Onion,Red,FAQ,0,0,790,03 May 2017
10588,Kanpur,Kanpur(Grain),Onion,Red,FAQ,0,0,775,02 May 2017
10589,Kanpur,Kanpur(Grain),Onion,Red,FAQ,0,0,790,01 May 2017
10590,Kanpur,Kanpur(Grain),Onion,Red,FAQ,0,0,775,29 Apr 2017
10591,Kanpur,Kanpur(Grain),Onion,Red,FAQ,0,0,815,27 Apr 2017
10592,Kanpur,Kanpur(Grain),Onion,Red,FAQ,0,0,800,26 Apr 2017
10593,Kanpur,Kanpur(Grain),Onion,Red,FAQ,0,0,825,25 Apr 2017
10594,Kanpur,Kanpur(Grain),Onion,Red,FAQ,0,0,850,24 Apr 2017
10595,Kanpur,Kanpur(Grain),Onion,Red,FAQ,0,0,850,22 Apr 2017
